City,Location,Price,Area,BHK,Gymnasium,SwimmingPool,ClubHouse,24X7Security,PowerBackup,CarParking
Chennai,Medavakkam,5330000,755,2,9,9,9,9,9,9
Chennai,Perumbakkam,4214000,1263,3,9,9,9,9,9,9
Chennai,Perumbakkam,3854999,1099,3,9,9,9,9,9,9
Chennai,Perumbakkam,5854000,869,2,9,9,9,9,9,9
Chennai,Perumbakkam,2570000,795,2,9,9,9,9,9,9
Chennai,Madambakkam,6018000,1140,3,9,9,9,9,9,9
Chennai,Perumbakkam,5999000,530,1,9,9,9,9,9,9
Chennai,Madambakkam,4299000,1180,3,9,9,9,9,9,9
Chennai,Madambakkam,3245000,1180,3,9,9,9,9,9,9
Chennai,Kovur,2867000,1108,2,9,9,9,9,9,9
Chennai,Kovur,3045000,824,2,9,9,9,9,9,9
Chennai,Kovur,3247999,721,2,9,9,9,9,9,9
Chennai,Kovur,8084000,769,2,9,9,9,9,9,9
Chennai,Kovur,2605000,824,2,9,9,9,9,9,9
Chennai,Porur,2605000,1304,2,9,9,9,9,9,9
Chennai,Kattupakkam,2495000,521,1,9,9,9,9,9,9
Chennai,Kattupakkam,4564000,521,1,9,9,9,9,9,9
Chennai,Kattupakkam,6100000,499,1,9,9,9,9,9,9
Chennai,Mogappair,6363000,815,2,9,9,9,9,9,9
Chennai,Maduravoyal,3750000,1019,2,9,9,9,9,9,9
Chennai,Maduravoyal,3267000,1010,2,9,9,9,9,9,9
Chennai,Thoraipakkam,2573000,670,1,9,9,9,9,9,9
Chennai,Kattankulathur,12100000,989,2,9,9,9,9,9,9
Chennai,Guduvancheri,5712000,780,2,9,9,9,9,9,9
Chennai,Palavakkam,4163000,1600,3,9,9,9,9,9,9
Chennai,Thoraipakkam,3250000,1020,2,9,9,9,9,9,9
Chennai,Maraimalai Nagar,4250000,1225,3,9,9,9,9,9,9
Chennai,Maraimalai Nagar,7000000,985,2,9,9,9,9,9,9
Chennai,Porur,10500000,850,2,9,9,9,9,9,9
Chennai,Maduravoyal,9000000,1400,3,9,9,9,9,9,9
Chennai,Vettuvankani,28200000,1600,3,9,9,9,9,9,9
Chennai,Palavakkam,31100000,1200,3,9,9,9,9,9,9
Chennai,Nungambakkam,4900000,1885,3,9,9,9,9,9,9
Chennai,Adyar,36000000,1500,3,9,9,9,9,9,9
Chennai,Porur,36000000,876,2,9,9,9,9,9,9
Chennai,Raja Annamalai Puram,36000000,2777,3,9,9,9,9,9,9
Chennai,Raja Annamalai Puram,3752000,2777,3,9,9,9,9,9,9
Chennai,Alwarpet,4564000,2777,3,9,9,9,9,9,9
Chennai,Thoraipakkam,38600000,670,1,9,9,9,9,9,9
Chennai,Maduravoyal,28300000,815,2,9,9,9,9,9,9
Chennai,Nungambakkam,11200000,2652,4,9,9,9,9,9,9
Chennai,Nungambakkam,12600000,1885,3,9,9,9,9,9,9
Chennai,Kottivakkam,6200000,1600,3,9,9,9,9,9,9
Chennai,Kottivakkam,3180000,1800,3,9,9,9,9,9,9
Chennai,Maduravoyal,4272000,1019,2,9,9,9,9,9,9
Chennai,Maraimalai Nagar,4299000,966,2,9,9,9,9,9,9
Chennai,Medavakkam,3650000,890,2,9,9,9,9,9,9
Chennai,Kovilambakkam,4237000,920,2,9,9,9,9,9,9
Chennai,Vellakkal,4953000,745,2,9,9,9,9,9,9
Chennai,Medavakkam,4953000,800,2,9,9,9,9,9,9
Chennai,Nanmangalam,4432000,1032,2,9,9,9,9,9,9
Chennai,Nanmangalam,4704000,1032,2,9,9,9,9,9,9
Chennai,Sithalapakkam,5690000,1108,3,9,9,9,9,9,9
Chennai,Medavakkam,5690000,980,2,9,9,9,9,9,9
Chennai,Kil Ayanambakkam,5500000,1211,3,9,9,9,9,9,9
Chennai,Kil Ayanambakkam,5088000,1211,3,9,9,9,9,9,9
Chennai,Ponniammanmedu,5088000,960,2,9,9,9,9,9,9
Chennai,Medavakkam,2500000,1060,3,9,9,9,9,9,9
Chennai,Medavakkam,4075000,1060,3,9,9,9,9,9,9
Chennai,Selaiyur,5040000,523,1,9,9,9,9,9,9
Chennai,Medavakkam,4372000,849,2,9,9,9,9,9,9
Chennai,Kovilambakkam,4705000,1050,3,9,9,9,9,9,9
Chennai,Nanmangalam,3270000,911,2,9,9,9,9,9,9
Chennai,Ambattur,7108000,886,2,9,9,9,9,9,9
Chennai,Pammal,4705000,711,2,9,9,9,9,9,9
Chennai,Kanathur Reddikuppam,4300000,1481,3,9,9,9,9,9,9
Chennai,Ambattur,5550000,886,2,9,9,9,9,9,9
Chennai,Pozhichalur,5775000,1000,2,9,9,9,9,9,9
Chennai,Velachery,6286000,960,2,9,9,9,9,9,9
Chennai,Porur,5775000,808,2,9,9,9,9,9,9
Chennai,Porur,3808000,882,2,9,9,9,9,9,9
Chennai,Porur,6286000,808,2,9,9,9,9,9,9
Chennai,Porur,6286000,523,1,9,9,9,9,9,9
Chennai,Porur,5940000,882,2,9,9,9,9,9,9
Chennai,Porur,5460000,882,2,9,9,9,9,9,9
Chennai,Chromepet,5104000,990,2,9,9,9,9,9,9
Chennai,Chromepet,7320000,910,2,9,9,9,9,9,9
Chennai,Chromepet,3159000,880,2,9,9,9,9,9,9
Chennai,Chromepet,5600000,1220,3,9,9,9,9,9,9
Chennai,Anakaputhur,6600000,880,2,9,9,9,9,9,9
Chennai,Ambattur,5160000,1185,3,9,9,9,9,9,9
Chennai,Chromepet,4240000,1100,3,9,9,9,9,9,9
Chennai,Chromepet,4083000,860,2,9,9,9,9,9,9
Chennai,Selaiyur,2070000,833,2,9,9,9,9,9,9
Chennai,Selaiyur,2840000,780,2,9,9,9,9,9,9
Chennai,Pammal,2840000,450,1,9,9,9,9,9,9
Chennai,Kundrathur,6512000,789,2,9,9,9,9,9,9
Chennai,Kundrathur,6099000,789,2,9,9,9,9,9,9
Chennai,Madambakkam,3800000,1371,3,9,9,9,9,9,9
Chennai,Madambakkam,5424000,1263,3,9,9,9,9,9,9
Chennai,Kundrathur,5050000,1168,3,9,9,9,9,9,9
Chennai,Madambakkam,6900000,1142,2,9,9,9,9,9,9
Chennai,Madambakkam,6255000,1000,2,9,9,9,9,9,9
Chennai,Pallavaram,5846000,1453,3,9,9,9,9,9,9
Chennai,Ayapakkam,5705000,1331,3,9,9,9,9,9,9
Chennai,Ayapakkam,5691000,1244,3,9,9,9,9,9,9
Chennai,Ayapakkam,5597000,1214,3,9,9,9,9,9,9
Chennai,Ayapakkam,5500000,1211,3,9,9,9,9,9,9
Chennai,Ayapakkam,2707000,1191,3,9,9,9,9,9,9
Chennai,Ambattur,2707000,1183,3,9,9,9,9,9,9
Chennai,Pammal,7113000,752,2,9,9,9,9,9,9
Chennai,Pammal,2930000,752,2,9,9,9,9,9,9
Chennai,Kolathur,6698999,1355,2,9,9,9,9,9,9
Chennai,Pammal,5200000,637,2,9,9,9,9,9,9
Chennai,Kolathur,46100000,1276,2,9,9,9,9,9,9
Chennai,Pozhichalur,4000000,1200,3,9,9,9,9,9,9
Chennai,Egmore,3400000,2882,3,9,9,9,9,9,9
Chennai,Madambakkam,6344000,912,2,9,9,9,9,9,9
Chennai,Selaiyur,4794000,627,1,9,9,9,9,9,9
Chennai,Sunnambu Kolathur S Kolathur,14200000,1220,3,9,9,9,9,9,9
Chennai,Sunnambu Kolathur S Kolathur,3159000,922,2,9,9,9,9,9,9
Chennai,Sunnambu Kolathur S Kolathur,3159000,560,1,9,9,9,9,9,9
Chennai,Velachery,2240000,1801,3,9,9,9,9,9,9
Chennai,Anakaputhur,4165000,854,2,9,9,9,9,9,9
Chennai,Anakaputhur,16900000,854,2,9,9,9,9,9,9
Chennai,Pozhichalur,80300000,560,2,9,9,9,9,9,9
Chennai,Pozhichalur,80300000,850,3,9,9,9,9,9,9
Chennai,Kolathur,13700000,3234,4,9,9,9,9,9,9
Chennai,Nungambakkam,96900000,3826,5,9,9,9,9,9,9
Chennai,Thoraipakkam OMR,14100000,1720,3,9,9,9,9,9,9
Chennai,Nungambakkam,9741000,3800,4,9,9,9,9,9,9
Chennai,Nungambakkam,35500000,3800,4,9,9,9,9,9,9
Chennai,Sholinganallur,34800000,1889,3,9,9,9,9,9,9
Chennai,Perungudi,4564000,1584,3,9,9,9,9,9,9
Chennai,Sholinganallur,4564000,4736,4,9,9,9,9,9,9
Chennai,Sholinganallur,8400000,4643,4,9,9,9,9,9,9
Chennai,Vanagaram,8400000,815,2,9,9,9,9,9,9
Chennai,Vanagaram,13700000,815,2,9,9,9,9,9,9
Chennai,Porur,16700000,1529,3,9,9,9,9,9,9
Chennai,Maduravoyal,51600000,1529,3,9,9,9,9,9,9
Chennai,Thoraipakkam OMR,35500000,1720,3,9,9,9,9,9,9
Chennai,Sholinganallur,8474000,2229,3,9,9,9,9,9,9
Chennai,Alwarpet,13700000,2348,3,9,9,9,9,9,9
Chennai,Sholinganallur,3200000,4736,4,9,9,9,9,9,9
Chennai,Ayanambakkam,4000000,1599,3,9,9,9,9,9,9
Chennai,Thoraipakkam OMR,8400000,1720,3,9,9,9,9,9,9
Chennai,Perungalathur,4978000,832,2,9,9,9,9,9,9
Chennai,Selaiyur,9246000,980,2,9,9,9,9,9,9
Chennai,Maduravoyal,8056999,1529,3,9,9,9,9,9,9
Chennai,Ambattur INDUSTRIAL ESTATE,7678000,889,3,9,9,9,9,9,9
Chennai,Porur,8798000,1745,3,9,9,9,9,9,9
Chennai,Manapakkam,3500000,1465,3,9,9,9,9,9,9
Chennai,Madipakkam,6344000,1396,3,9,9,9,9,9,9
Chennai,Mogappair,4794000,1375,3,9,9,9,9,9,9
Chennai,Perumbakkam,2912000,855,2,9,9,9,9,9,9
Chennai,Sunnambu Kolathur S Kolathur,14100000,1220,3,9,9,9,9,9,9
Chennai,Sunnambu Kolathur S Kolathur,8084000,922,2,9,9,9,9,9,9
Chennai,Sunnambu Kolathur S Kolathur,13700000,560,1,9,9,9,9,9,9
Chennai,Sholinganallur,7113000,1889,3,9,9,9,9,9,9
Chennai,Porur,20200000,1304,3,9,9,9,9,9,9
Chennai,Thoraipakkam OMR,7113000,1720,3,9,9,9,9,9,9
Chennai,Velappanchavadi,8145000,1395,3,9,9,9,9,9,9
Chennai,Egmore,7113000,1263,3,9,9,9,9,9,9
Chennai,Velappanchavadi,21100000,1395,3,9,9,9,9,9,9
Chennai,Porur,6344000,1086,2,9,9,9,9,9,9
Chennai,Velappanchavadi,5100000,1395,3,9,9,9,9,9,9
Chennai,Anna Nagar,4579000,1565,3,9,9,9,9,9,9
Chennai,Ayanambakkam,2800000,1197,2,9,9,9,9,9,9
Chennai,Selaiyur,7358000,956,2,9,9,9,9,9,9
Chennai,Selaiyur,3311999,864,2,9,9,9,9,9,9
Chennai,Selaiyur,10400000,521,1,9,9,9,9,9,9
Chennai,Poonamallee,8145000,1189,3,9,9,9,9,9,9
Chennai,Poonamallee,61100000,532,1,9,9,9,9,9,9
Chennai,Royapuram,6360000,1165,2,9,9,9,9,9,9
Chennai,Porur,8478000,1086,2,9,9,9,9,9,9
Chennai,Alwarpet,7367000,2781,4,9,9,9,9,9,9
Chennai,Madhavaram,9557000,1339,2,9,9,9,9,9,9
Chennai,Madhavaram,6698999,1785,3,9,9,9,9,9,9
Chennai,Perungudi,7375000,1198,2,9,9,9,9,9,9
Chennai,Perungudi,3350000,1554,3,9,9,9,9,9,9
Chennai,Kolathur,3500000,1276,2,9,9,9,9,9,9
Chennai,Kattupakkam,5300000,1172,3,9,9,9,9,9,9
Chennai,Kattupakkam,6500000,551,1,9,9,9,9,9,9
Chennai,Porur,3700000,522,1,9,9,9,9,9,9
Chennai,Selaiyur,4000000,1060,3,9,9,9,9,9,9
Chennai,Guduvancheri,5951000,1600,2,9,9,9,9,9,9
Chennai,Selaiyur,2455000,739,2,9,9,9,9,9,9
Chennai,Perumbakkam,7104000,790,2,9,9,9,9,9,9
Chennai,Madhavaram,8740000,1253,2,9,9,9,9,9,9
Chennai,Selaiyur,24600000,491,1,9,9,9,9,9,9
Chennai,Kanathur Reddikuppam,54500000,1480,2,9,9,9,9,9,9
Chennai,Kanathur Reddikuppam,6716000,1821,3,9,9,9,9,9,9
Chennai,Thiruvanmiyur,6739000,1975,3,9,9,9,9,9,9
Chennai,Nungambakkam,13899999,2599,3,9,9,9,9,9,9
Chennai,Velappanchavadi,7386000,1414,3,9,9,9,9,9,9
Chennai,Ambattur,8145000,1498,3,9,9,9,9,9,9
Chennai,Sholinganallur,5500000,1856,3,9,9,9,9,9,9
Chennai,Madhavaram,5000000,1555,3,9,9,9,9,9,9
Chennai,Porur,4800000,1086,2,9,9,9,9,9,9
Chennai,Selaiyur,5780000,1021,3,9,9,9,9,9,9
Chennai,Selaiyur,6552000,991,2,9,9,9,9,9,9
Chennai,Selaiyur,6550000,921,2,9,9,9,9,9,9
Chennai,Madambakkam,6050000,1100,2,9,9,9,9,9,9
Chennai,Madambakkam,6798000,1240,3,9,9,9,9,9,9
Chennai,Madambakkam,6010000,1250,3,9,9,9,9,9,9
Chennai,Madambakkam,5898000,1150,3,9,9,9,9,9,9
Chennai,Sembakkam,5015000,1269,3,9,9,9,9,9,9
Chennai,Sembakkam,4653000,1135,3,9,9,9,9,9,9
Chennai,Sembakkam,7459999,1115,3,9,9,9,9,9,9
Chennai,Rajakilpakkam,6473999,926,2,9,9,9,9,9,9
Chennai,Rajakilpakkam,6242000,818,2,9,9,9,9,9,9
Chennai,tambaram west,5860000,1200,3,9,9,9,9,9,9
Chennai,tambaram west,6350000,1030,2,9,9,9,9,9,9
Chennai,tambaram west,6230000,990,2,9,9,9,9,9,9
Chennai,tambaram west,5200000,930,2,9,9,9,9,9,9
Chennai,Selaiyur,5380000,1210,3,9,9,9,9,9,9
Chennai,Selaiyur,4850000,1150,3,9,9,9,9,9,9
Chennai,Selaiyur,8050000,1010,2,9,9,9,9,9,9
Chennai,Selaiyur,7630000,960,2,9,9,9,9,9,9
Chennai,Selaiyur,6886000,844,2,9,9,9,9,9,9
Chennai,Tambaram Sanatoruim,6886000,1250,3,9,9,9,9,9,9
Chennai,Tambaram Sanatoruim,6576000,1150,3,9,9,9,9,9,9
Chennai,Tambaram Sanatoruim,6066000,1030,2,9,9,9,9,9,9
Chennai,Tambaram Sanatoruim,7419000,1030,2,9,9,9,9,9,9
Chennai,Tambaram Sanatoruim,7666000,980,2,9,9,9,9,9,9
Chennai,Tambaram Sanatoruim,6300000,930,2,9,9,9,9,9,9
Chennai,Madhavaram,5200000,1562,3,9,9,9,9,9,9
Chennai,Madhavaram,7859999,1614,3,9,9,9,9,9,9
Chennai,Pammal,13000000,1220,3,9,9,9,9,9,9
Chennai,Pammal,17100000,1200,3,9,9,9,9,9,9
Chennai,Chromepet,12400000,1240,3,9,9,9,9,9,9
Chennai,Mogappair,9226000,1970,3,9,9,9,9,9,9
Chennai,Mogappair,12200000,2580,4,9,9,9,9,9,9
Chennai,Mogappair,7900000,1880,3,9,9,9,9,9,9
Chennai,Mogappair,8430000,1390,3,9,9,9,9,9,9
Chennai,Mogappair,6628000,1850,3,9,9,9,9,9,9
Chennai,Mogappair,6534000,1190,2,9,9,9,9,9,9
Chennai,Mogappair,6534000,1270,2,9,9,9,9,9,9
Chennai,Selaiyur,5712000,1217,3,9,9,9,9,9,9
Chennai,Selaiyur,5474000,1199,3,9,9,9,9,9,9
Chennai,Selaiyur,5271000,1199,3,9,9,9,9,9,9
Chennai,Selaiyur,4692000,1060,3,9,9,9,9,9,9
Chennai,Selaiyur,3019000,995,2,9,9,9,9,9,9
Chennai,Selaiyur,5250000,956,2,9,9,9,9,9,9
Chennai,Selaiyur,4800000,864,2,9,9,9,9,9,9
Chennai,Selaiyur,2850000,521,1,9,9,9,9,9,9
Chennai,Selaiyur,7065000,990,2,9,9,9,9,9,9
Chennai,Selaiyur,6422000,920,2,9,9,9,9,9,9
Chennai,Selaiyur,5872000,490,1,9,9,9,9,9,9
Chennai,Selaiyur,5384000,1395,3,9,9,9,9,9,9
Chennai,Selaiyur,4991000,1283,3,9,9,9,9,9,9
Chennai,Selaiyur,4812000,1149,3,9,9,9,9,9,9
Chennai,Selaiyur,4665000,1069,2,9,9,9,9,9,9
Chennai,Selaiyur,7433000,988,2,9,9,9,9,9,9
Chennai,Selaiyur,6131000,951,2,9,9,9,9,9,9
Chennai,Selaiyur,7666000,900,2,9,9,9,9,9,9
Chennai,Rajakilpakkam,6300000,1297,3,9,9,9,9,9,9
Chennai,Rajakilpakkam,5200000,1060,3,9,9,9,9,9,9
Chennai,Pammal,5243000,1220,3,9,9,9,9,9,9
Chennai,Pammal,4165000,1200,3,9,9,9,9,9,9
Chennai,Chromepet,5045000,1240,3,9,9,9,9,9,9
Chennai,Pammal,5049000,1070,3,9,9,9,9,9,9
Chennai,Pammal,4949000,850,2,9,9,9,9,9,9
Chennai,Perumbakkam,7600000,1120,2,9,9,9,9,9,9
Chennai,Perumbakkam,5780000,1122,2,9,9,9,9,9,9
Chennai,Perumbakkam,5480000,1122,2,9,9,9,9,9,9
Chennai,Chromepet,5112000,1250,3,9,9,9,9,9,9
Chennai,Chromepet,4283000,930,2,9,9,9,9,9,9
Chennai,Chromepet,5250000,880,2,9,9,9,9,9,9
Chennai,Selaiyur,6845000,951,2,9,9,9,9,9,9
Chennai,Madambakkam,5615000,780,2,9,9,9,9,9,9
Chennai,Madambakkam,7020000,1000,2,9,9,9,9,9,9
Chennai,Selaiyur,4930000,1190,3,9,9,9,9,9,9
Chennai,Chitlapakkam,7800000,930,2,9,9,9,9,9,9
Chennai,Chromepet,6700000,1240,3,9,9,9,9,9,9
Chennai,Chromepet,6372000,860,2,9,9,9,9,9,9
Chennai,Chromepet,2847000,1300,3,9,9,9,9,9,9
Chennai,Chromepet,2827000,1150,2,9,9,9,9,9,9
Chennai,Madambakkam,2100000,1149,3,9,9,9,9,9,9
Chennai,Pozhichalur,4893000,730,2,9,9,9,9,9,9
Chennai,Pozhichalur,6828000,725,2,9,9,9,9,9,9
Chennai,Pozhichalur,5674000,580,1,9,9,9,9,9,9
Chennai,Madambakkam,5471000,844,2,9,9,9,9,9,9
Chennai,Selaiyur,4992000,1217,3,9,9,9,9,9,9
Chennai,Selaiyur,7840000,995,2,9,9,9,9,9,9
Chennai,Selaiyur,7359999,956,2,9,9,9,9,9,9
Chennai,Selaiyur,7248999,864,2,9,9,9,9,9,9
Chennai,Iyyappanthangal,3549000,1300,3,9,9,9,9,9,9
Chennai,Iyyappanthangal,3270000,1200,3,9,9,9,9,9,9
Chennai,Iyyappanthangal,2082999,1181,3,9,9,9,9,9,9
Chennai,Iyyappanthangal,2082999,543,1,9,9,9,9,9,9
Chennai,Pammal,2540000,711,2,9,9,9,9,9,9
Chennai,Pammal,2540000,453,1,9,9,9,9,9,9
Chennai,Pammal,2760000,453,1,9,9,9,9,9,9
Chennai,Pammal,3270000,635,2,9,9,9,9,9,9
Chennai,Pammal,2082999,635,2,9,9,9,9,9,9
Chennai,Pammal,2082999,600,2,9,9,9,9,9,9
Chennai,Pammal,4900000,635,2,9,9,9,9,9,9
Chennai,Pammal,40000000,600,2,9,9,9,9,9,9
Chennai,Kovur,70000000,913,2,9,9,9,9,9,9
Chennai,Kovur,4480000,913,2,9,9,9,9,9,9
Chennai,Chetpet,2999000,2883,3,9,9,9,9,9,9
Chennai,Nungambakkam,2116000,5498,4,9,9,9,9,9,9
Chennai,Pammal,2930000,1120,3,9,9,9,9,9,9
Chennai,Pammal,4000000,652,2,9,9,9,9,9,9
Chennai,Pammal,2300000,460,2,9,9,9,9,9,9
Chennai,Pammal,4770000,637,2,9,9,9,9,9,9
Chennai,Perumbakkam,2510000,790,2,9,9,9,9,9,9
Chennai,Avadi,4880000,570,2,9,9,9,9,9,9
Chennai,Medavakkam,5900000,1015,2,9,9,9,9,9,9
Chennai,Selaiyur,3300000,717,2,9,9,9,9,9,9
Chennai,Shanthi Nagar,7000000,1135,3,9,9,9,9,9,9
Chennai,Kolapakkam,3685000,1047,2,9,9,9,9,9,9
Chennai,Serapanacheri,5500000,780,2,9,9,9,9,9,9
Chennai,Perungalathur,12500000,1275,3,9,9,9,9,9,9
Chennai,Thoraipakkam,15000000,670,2,9,9,9,9,9,9
Chennai,Sunnambu Kolathur S Kolathur,5900000,1150,3,9,9,9,9,9,9
Chennai,Thiruvanmiyur,8322000,1400,3,9,9,9,9,9,9
Chennai,Thiruvanmiyur,7798999,1300,3,9,9,9,9,9,9
Chennai,Adambakkam,8000000,995,2,9,9,9,9,9,9
Chennai,Kolapakkam,13000000,1193,3,9,9,9,9,9,9
Chennai,Kolapakkam,5900000,1118,3,9,9,9,9,9,9
Chennai,Perambur,7028000,1338,3,9,9,9,9,9,9
Chennai,Porur,5750000,1690,3,9,9,9,9,9,9
Chennai,Porur,4793000,850,2,9,9,9,9,9,9
Chennai,Annamalai Colony,4000000,891,2,9,9,9,9,9,9
Chennai,Perumbakkam,9004000,1515,3,9,9,9,9,9,9
Chennai,Avadi,38400000,1004,2,9,9,9,9,9,9
Chennai,Saidapet,2070000,700,2,9,9,9,9,9,9
Chennai,Annamalai Colony,5243000,1147,3,9,9,9,9,9,9
Chennai,Kotturpuram,2999000,2400,3,9,9,9,9,9,9
Chennai,Pammal,2540000,450,1,9,9,9,9,9,9
Chennai,Pammal,5005000,1070,3,9,9,9,9,9,9
Chennai,Pammal,6050000,652,2,9,9,9,9,9,9
Chennai,Pozhichalur,4800000,635,2,9,9,9,9,9,9
Chennai,Medavakkam,6300000,910,2,9,9,9,9,9,9
Chennai,Medavakkam,3299000,1100,2,9,9,9,9,9,9
Chennai,Madhavaram,4537000,700,2,9,9,9,9,9,9
Chennai,Vanagaram,5843000,700,2,9,9,9,9,9,9
Chennai,Selaiyur,7200000,564,1,9,9,9,9,9,9
Chennai,Medavakkam,7198999,825,2,9,9,9,9,9,9
Chennai,Velachery,4324000,899,2,9,9,9,9,9,9
Chennai,Madipakkam,2930000,1458,3,9,9,9,9,9,9
Chennai,Chromepet,16000000,1178,3,9,9,9,9,9,9
Chennai,Medavakkam,8817000,920,2,9,9,9,9,9,9
Chennai,Pammal,2950000,637,2,9,9,9,9,9,9
Chennai,Palavakkam,5200000,2408,3,9,9,9,9,9,9
Chennai,Chromepet,7100000,1304,3,9,9,9,9,9,9
Chennai,Kuthambakkam,8508000,576,1,9,9,9,9,9,9
Chennai,Kilkattalai,3200000,811,2,9,9,9,9,9,9
Chennai,Iyappanthangal,16000000,1123,2,9,9,9,9,9,9
Chennai,Chromepet,3420000,1210,3,9,9,9,9,9,9
Chennai,Chromepet,25500000,690,2,9,9,9,9,9,9
Chennai,Porur,5100000,1708,3,9,9,9,9,9,9
Chennai,Pammal,2280000,950,2,9,9,9,9,9,9
Chennai,Kilpauk,3850000,2350,3,9,9,9,9,9,9
Chennai,Madipakkam,4760000,804,2,9,9,9,9,9,9
Chennai,Avadi,5300000,453,2,9,9,9,9,9,9
Chennai,Perumbakkam,4200000,1015,2,9,9,9,9,9,9
Chennai,Sithalapakkam,20500000,1035,2,9,9,9,9,9,9
Chennai,Kilkattalai,4595000,793,2,9,9,9,9,9,9
Chennai,Adambakkam,3167000,510,1,9,9,9,9,9,9
Chennai,Anna Nagar East,5200000,1350,3,9,9,9,9,9,9
Chennai,Guduvancheri,2070000,1149,3,9,9,9,9,9,9
Chennai,Guduvancheri,8800000,792,2,9,9,9,9,9,9
Chennai,Madipakkam,7700000,830,2,9,9,9,9,9,9
Chennai,Pammal,2723000,450,1,9,9,9,9,9,9
Chennai,Virugambakkam,6700000,1034,2,9,9,9,9,9,9
Chennai,Adambakkam,4500000,954,2,9,9,9,9,9,9
Chennai,Kanathur Reddikuppam,7358000,592,2,9,9,9,9,9,9
Chennai,Porur,5874000,1123,3,9,9,9,9,9,9
Chennai,Kolathur,11200000,860,2,9,9,9,9,9,9
Chennai,Chromepet,6500000,1038,3,9,9,9,9,9,9
Chennai,Chromepet,5150000,822,2,9,9,9,9,9,9
Chennai,Nanganallur,12000000,1400,3,9,9,9,9,9,9
Chennai,Iyyappanthangal,3975000,1130,3,9,9,9,9,9,9
Chennai,Kovilambakkam,2400000,830,2,9,9,9,9,9,9
Chennai,Kolathur,4250000,1600,3,9,9,9,9,9,9
Chennai,tambaram west,6050000,772,2,9,9,9,9,9,9
Chennai,Avadi,2950000,570,1,9,9,9,9,9,9
Chennai,Madambakkam,5830000,850,2,9,9,9,9,9,9
Chennai,Medavakkam,6540000,1100,2,9,9,9,9,9,9
Chennai,Kuthambakkam,4096000,550,1,9,9,9,9,9,9
Chennai,Peerakankaranai,2322000,1423,3,9,9,9,9,9,9
Chennai,Poonamallee,4060000,1151,3,9,9,9,9,9,9
Chennai,Peerakankaranai,53000000,999,2,9,9,9,9,9,9
Chennai,Peerakankaranai,6942000,612,1,9,9,9,9,9,9
Chennai,Poonamallee,2386000,855,2,9,9,9,9,9,9
Chennai,Annanagar West,7654000,4818,5,9,9,9,9,9,9
Chennai,Velachery,2300000,1068,2,9,9,9,9,9,9
Chennai,Pammal,22000000,612,2,9,9,9,9,9,9
Chennai,Pudupakkam,4950000,1472,3,9,9,9,9,9,9
Chennai,Avadi,4911000,570,2,9,9,9,9,9,9
Chennai,Anna Nagar,3713000,1524,3,9,9,9,9,9,9
Chennai,Kovur,2760000,913,2,9,9,9,9,9,9
Chennai,Medavakkam,7276000,1045,2,9,9,9,9,9,9
Chennai,Medavakkam,21500000,790,2,9,9,9,9,9,9
Chennai,Pammal,16399999,600,2,9,9,9,9,9,9
Chennai,Pallikaranai,6700000,1323,2,9,9,9,9,9,9
Chennai,Thoraipakkam,2949000,2153,4,9,9,9,9,9,9
Chennai,Thoraipakkam,7600000,1611,3,9,9,9,9,9,9
Chennai,Thoraipakkam,6200000,685,2,9,9,9,9,9,9
Chennai,Kuthambakkam,6150000,362,1,9,9,9,9,9,9
Chennai,Adambakkam,7998999,881,2,9,9,9,9,9,9
Chennai,Kattupakkam,24500000,1123,3,9,9,9,9,9,9
Chennai,Iyyappanthangal,8499000,1123,3,9,9,9,9,9,9
Chennai,Anna Nagar,6998999,960,2,9,9,9,9,9,9
Chennai,Thoraipakkam OMR,5950000,2153,4,9,9,9,9,9,9
Chennai,Anna Nagar,21900000,1020,2,9,9,9,9,9,9
Chennai,Anna Nagar,39900000,836,2,9,9,9,9,9,9
Chennai,Porur,2240000,1200,3,9,9,9,9,9,9
Chennai,Kotturpuram,6900000,1897,3,9,9,9,9,9,9
Chennai,Nungambakkam,5900000,2056,3,9,9,9,9,9,9
Chennai,Pammal,4734000,560,2,9,9,9,9,9,9
Chennai,Maraimalai Nagar,4734000,1712,3,9,9,9,9,9,9
Chennai,Maraimalai Nagar,3731000,1391,2,9,9,9,9,9,9
Chennai,Kelambakkam,2264000,1246,3,9,9,9,9,9,9
Chennai,Kelambakkam,5213000,1246,3,9,9,9,9,9,9
Chennai,Kelambakkam,2534000,982,2,9,9,9,9,9,9
Chennai,Kelambakkam,7500000,612,1,9,9,9,9,9,9
Chennai,Perungalathur,9474000,1193,3,9,9,9,9,9,9
Chennai,Perungalathur,15000000,580,2,9,9,9,9,9,9
Chennai,Perungalathur,8512000,1450,3,9,9,9,9,9,9
Chennai,Mugalivakkam,4200000,1364,3,9,9,9,9,9,9
Chennai,Mogappair,4300000,1657,3,9,9,9,9,9,9
Chennai,Mogappair,4400000,1333,2,9,9,9,9,9,9
Chennai,Iyyappanthangal,4300000,1100,2,9,9,9,9,9,9
Chennai,Iyyappanthangal,10400000,1125,2,9,9,9,9,9,9
Chennai,Iyyappanthangal,6300000,1165,2,9,9,9,9,9,9
Chennai,Iyyappanthangal,6172000,1125,2,9,9,9,9,9,9
Chennai,Iyappanthangal,6300000,1495,3,9,9,9,9,9,9
